Timestamp,Pressure1,Pressure2
2026-02-16T14:43:51.392,1249,1270
2026-02-16T14:43:51.393,1248,1267
2026-02-16T14:43:51.394,1246,1271
2026-02-16T14:43:51.395,1246,1272
2026-02-16T14:43:51.396,1243,1273
2026-02-16T14:43:51.397,1248,1271
2026-02-16T14:43:51.398,1243,1258
2026-02-16T14:43:51.399,1243,1274
2026-02-16T14:43:51.400,1245,1271
2026-02-16T14:43:51.401,1246,1269
2026-02-16T14:43:51.402,1248,1268
2026-02-16T14:43:51.403,1239,1267
2026-02-16T14:43:51.404,1246,1270
2026-02-16T14:43:51.405,1246,1271
2026-02-16T14:43:51.406,1249,1267
2026-02-16T14:43:51.407,1250,1267
2026-02-16T14:43:51.408,1248,1254
2026-02-16T14:43:51.409,1248,1271
2026-02-16T14:43:51.410,1243,1266
2026-02-16T14:43:51.411,1251,1267
2026-02-16T14:43:51.412,1251,1269
2026-02-16T14:43:51.413,1243,1274
2026-02-16T14:43:51.414,1248,1273
2026-02-16T14:43:51.415,1248,1271
2026-02-16T14:43:51.416,1248,1269
2026-02-16T14:43:51.417,1252,1270
2026-02-16T14:43:51.418,1246,1294
2026-02-16T14:43:51.419,1246,1267
2026-02-16T14:43:51.420,1244,1273
2026-02-16T14:43:51.421,1249,1267
2026-02-16T14:43:51.422,1229,1271
2026-02-16T14:43:51.423,1244,1274
2026-02-16T14:43:51.424,1250,1275
2026-02-16T14:43:51.425,1255,1264
2026-02-16T14:43:51.426,1245,1270
2026-02-16T14:43:51.427,1244,1269
2026-02-16T14:43:51.428,1243,1274
2026-02-16T14:43:51.429,1247,1274
2026-02-16T14:43:51.430,1246,1274
2026-02-16T14:43:51.431,1247,1271
2026-02-16T14:43:51.432,1245,1273
2026-02-16T14:43:51.433,1244,1274
2026-02-16T14:43:51.434,1250,1275
2026-02-16T14:43:51.435,1251,1271
2026-02-16T14:43:51.436,1247,1273
2026-02-16T14:43:51.437,1242,1271
2026-02-16T14:43:51.438,1244,1264
2026-02-16T14:43:51.439,1248,1278
2026-02-16T14:43:51.440,1243,1270
2026-02-16T14:43:51.441,1249,1283
2026-02-16T14:43:51.442,1248,1274
2026-02-16T14:43:51.443,1248,1275
2026-02-16T14:43:51.444,1246,1274
2026-02-16T14:43:51.445,1237,1271
2026-02-16T14:43:51.446,1243,1270
2026-02-16T14:43:51.447,1248,1277
2026-02-16T14:43:51.448,1245,1271
2026-02-16T14:43:51.449,1247,1270
2026-02-16T14:43:51.450,1245,1271
2026-02-16T14:43:51.451,1244,1266
2026-02-16T14:43:51.452,1246,1269
2026-02-16T14:43:51.453,1246,1270
2026-02-16T14:43:51.454,1248,1270
2026-02-16T14:43:51.455,1246,1268
2026-02-16T14:43:51.456,1243,1271
2026-02-16T14:43:51.457,1248,1267
2026-02-16T14:43:51.458,1245,1271
2026-02-16T14:43:51.459,1246,1267
2026-02-16T14:43:51.460,1248,1276
2026-02-16T14:43:51.461,1251,1267
2026-02-16T14:43:51.462,1245,1293
2026-02-16T14:43:51.463,1243,1269
2026-02-16T14:43:51.464,1244,1270
2026-02-16T14:43:51.465,1246,1271
2026-02-16T14:43:51.466,1245,1282
2026-02-16T14:43:51.467,1242,1271
2026-02-16T14:43:51.468,1248,1271
2026-02-16T14:43:51.469,1245,1274
2026-02-16T14:43:51.470,1248,1267
2026-02-16T14:43:51.471,1264,1271
2026-02-16T14:43:51.472,1248,1271
2026-02-16T14:43:51.473,1247,1273
2026-02-16T14:43:51.474,1250,1271
2026-02-16T14:43:51.475,1245,1270
2026-02-16T14:43:51.476,1244,1267
2026-02-16T14:43:51.477,1250,1271
2026-02-16T14:43:51.478,1248,1267
2026-02-16T14:43:51.479,1246,1270
2026-02-16T14:43:51.480,1248,1267
2026-02-16T14:43:51.481,1243,1271
2026-02-16T14:43:51.482,1251,1274
2026-02-16T14:43:51.483,1242,1264
2026-02-16T14:43:51.484,1246,1271
2026-02-16T14:43:51.485,1237,1267
2026-02-16T14:43:51.486,1246,1269
2026-02-16T14:43:51.487,1246,1271
2026-02-16T14:43:51.488,1246,1270
2026-02-16T14:43:51.489,1246,1271
2026-02-16T14:43:51.490,1247,1264
2026-02-16T14:43:51.491,1250,1271
2026-02-16T14:43:51.492,1248,1273
2026-02-16T14:43:51.493,1246,1270
2026-02-16T14:43:51.494,1244,1266
2026-02-16T14:43:51.495,1245,1275
2026-02-16T14:43:51.496,1244,1267
2026-02-16T14:43:51.497,1243,1270
2026-02-16T14:43:51.498,1246,1273
2026-02-16T14:43:51.499,1248,1270
2026-02-16T14:43:51.500,1246,1270
2026-02-16T14:43:51.501,1261,1269
2026-02-16T14:43:51.502,1244,1273
2026-02-16T14:43:51.503,1246,1271
2026-02-16T14:43:51.504,1247,1271
2026-02-16T14:43:51.505,1245,1270
2026-02-16T14:43:51.506,1248,1279
2026-02-16T14:43:51.507,1247,1251
2026-02-16T14:43:51.508,1246,1270
2026-02-16T14:43:51.509,1243,1274
2026-02-16T14:43:51.510,1249,1271
2026-02-16T14:43:51.511,1244,1270
2026-02-16T14:43:51.512,1247,1269
2026-02-16T14:43:51.513,1243,1273
2026-02-16T14:43:51.514,1243,1275
2026-02-16T14:43:51.515,1246,1278
2026-02-16T14:43:51.516,1239,1271
2026-02-16T14:43:51.517,1243,1271
2026-02-16T14:43:51.518,1245,1273
2026-02-16T14:43:51.519,1246,1270
2026-02-16T14:43:51.520,1246,1270
2026-02-16T14:43:51.521,1251,1270
2026-02-16T14:43:51.522,1250,1270
2026-02-16T14:43:51.523,1243,1271
2026-02-16T14:43:51.524,1248,1269
2026-02-16T14:43:51.525,1247,1270
2026-02-16T14:43:51.526,1242,1274
2026-02-16T14:43:51.527,1251,1270
2026-02-16T14:43:51.528,1248,1270
2026-02-16T14:43:51.529,1248,1270
2026-02-16T14:43:51.530,1249,1269
2026-02-16T14:43:51.531,1245,1275
2026-02-16T14:43:51.532,1253,1270
2026-02-16T14:43:51.533,1243,1270
2026-02-16T14:43:51.534,1245,1275
2026-02-16T14:43:51.535,1247,1273
2026-02-16T14:43:51.536,1243,1274
2026-02-16T14:43:51.537,1243,1271
2026-02-16T14:43:51.538,1246,1270
2026-02-16T14:43:51.539,1246,1270
2026-02-16T14:43:51.540,1248,1270
2026-02-16T14:43:51.541,1246,1270
2026-02-16T14:43:51.542,1246,1266
2026-02-16T14:43:51.543,1246,1270
2026-02-16T14:43:51.544,1243,1271
2026-02-16T14:43:51.545,1248,1255
2026-02-16T14:43:51.546,1250,1270
2026-02-16T14:43:51.547,1244,1271
2026-02-16T14:43:51.548,1249,1266
2026-02-16T14:43:51.549,1245,1271
2026-02-16T14:43:51.550,1246,1271
2026-02-16T14:43:51.552,1243,1270
2026-02-16T14:43:51.552,1246,1270
2026-02-16T14:43:51.553,1246,1270
2026-02-16T14:43:51.554,1249,1271
2026-02-16T14:43:51.555,1250,1266
2026-02-16T14:43:51.556,1249,1271
2026-02-16T14:43:51.557,1248,1267
2026-02-16T14:43:51.558,1249,1273
2026-02-16T14:43:51.559,1246,1267
2026-02-16T14:43:51.560,1247,1267
2026-02-16T14:43:51.561,1247,1271
2026-02-16T14:43:51.562,1248,1267
2026-02-16T14:43:51.563,1246,1264
2026-02-16T14:43:51.564,1249,1271
2026-02-16T14:43:51.565,1243,1270
2026-02-16T14:43:51.566,1244,1270
2026-02-16T14:43:51.567,1243,1270
2026-02-16T14:43:51.568,1244,1267
2026-02-16T14:43:51.569,1243,1275
2026-02-16T14:43:51.570,1251,1266
2026-02-16T14:43:51.571,1246,1267
2026-02-16T14:43:51.572,1246,1270
2026-02-16T14:43:51.573,1244,1274
2026-02-16T14:43:51.574,1243,1270
2026-02-16T14:43:51.575,1246,1274
2026-02-16T14:43:51.576,1249,1270
2026-02-16T14:43:51.577,1248,1271
2026-02-16T14:43:51.578,1245,1271
2026-02-16T14:43:51.579,1247,1269
2026-02-16T14:43:51.580,1249,1301
2026-02-16T14:43:51.581,1246,1271
2026-02-16T14:43:51.582,1246,1269
2026-02-16T14:43:51.583,1250,1270
2026-02-16T14:43:51.584,1250,1267
2026-02-16T14:43:51.585,1200,1270
2026-02-16T14:43:51.586,1250,1306
2026-02-16T14:43:51.587,1242,1271
2026-02-16T14:43:51.588,1248,1270
2026-02-16T14:43:51.589,1249,1271
2026-02-16T14:43:51.590,1248,1271
2026-02-16T14:43:51.591,1246,1271
2026-02-16T14:43:51.592,1243,1274
2026-02-16T14:43:51.593,1244,1273
2026-02-16T14:43:51.594,1246,1269
2026-02-16T14:43:51.595,1246,1271
2026-02-16T14:43:51.596,1245,1270
2026-02-16T14:43:51.597,1243,1267
2026-02-16T14:43:51.598,1244,1266
2026-02-16T14:43:51.599,1247,1275
2026-02-16T14:43:51.600,1247,1275
2026-02-16T14:43:51.601,1243,1271
2026-02-16T14:43:51.602,1249,1271
2026-02-16T14:43:51.603,1247,1270
2026-02-16T14:43:51.604,1245,1271
2026-02-16T14:43:51.605,1244,1265
2026-02-16T14:43:51.606,1243,1271
2026-02-16T14:43:51.607,1246,1271
2026-02-16T14:43:51.608,1245,1271
2026-02-16T14:43:51.609,1243,1270
2026-02-16T14:43:51.610,1248,1267
2026-02-16T14:43:51.611,1248,1271
2026-02-16T14:43:51.612,1246,1271
2026-02-16T14:43:51.613,1248,1271
2026-02-16T14:43:51.614,1248,1267
2026-02-16T14:43:51.615,1249,1267
2026-02-16T14:43:51.616,1244,1271
2026-02-16T14:43:51.617,1248,1268
2026-02-16T14:43:51.618,1245,1271
2026-02-16T14:43:51.619,1246,1273
2026-02-16T14:43:51.620,1247,1271
2026-02-16T14:43:51.621,1246,1262
2026-02-16T14:43:51.622,1244,1275
2026-02-16T14:43:51.623,1250,1269
2026-02-16T14:43:51.624,1243,1283
2026-02-16T14:43:51.625,1244,1271
2026-02-16T14:43:51.626,1243,1274
2026-02-16T14:43:51.627,1247,1270
2026-02-16T14:43:51.628,1243,1271
2026-02-16T14:43:51.629,1241,1271
2026-02-16T14:43:51.630,1250,1257
2026-02-16T14:43:51.631,1246,1271
2026-02-16T14:43:51.632,1246,1275
2026-02-16T14:43:51.633,1248,1272
2026-02-16T14:43:51.634,1245,1269
2026-02-16T14:43:51.635,1246,1271
2026-02-16T14:43:51.636,1249,1267
2026-02-16T14:43:51.637,1248,1270
2026-02-16T14:43:51.638,1248,1271
2026-02-16T14:43:51.639,1242,1271
2026-02-16T14:43:51.640,1244,1278
2026-02-16T14:43:51.641,1246,1267
2026-02-16T14:43:51.642,1248,1271
2026-02-16T14:43:51.643,1243,1270
2026-02-16T14:43:51.644,1248,1267
2026-02-16T14:43:51.645,1245,1267
2026-02-16T14:43:51.646,1247,1271
2026-02-16T14:43:51.647,1247,1271
2026-02-16T14:43:51.648,1246,1272
2026-02-16T14:43:51.649,1243,1270
2026-02-16T14:43:51.650,1249,1267
2026-02-16T14:43:51.651,1246,1274
2026-02-16T14:43:51.652,1245,1267
2026-02-16T14:43:51.653,1243,1270
2026-02-16T14:43:51.654,1245,1274
2026-02-16T14:43:51.655,1245,1270
2026-02-16T14:43:51.656,1250,1270
2026-02-16T14:43:51.657,1246,1278
2026-02-16T14:43:51.658,1243,1271
2026-02-16T14:43:51.659,1248,1267
2026-02-16T14:43:51.660,1198,1270
2026-02-16T14:43:51.661,1242,1262
2026-02-16T14:43:51.662,1243,1271
2026-02-16T14:43:51.663,1250,1270
2026-02-16T14:43:51.664,1248,1270
2026-02-16T14:43:51.665,1245,1270
2026-02-16T14:43:51.666,1243,1271
2026-02-16T14:43:51.667,1246,1268
2026-02-16T14:43:51.668,1249,1272
2026-02-16T14:43:51.669,1245,1270
2026-02-16T14:43:51.670,1242,1271
2026-02-16T14:43:51.671,1245,1271
2026-02-16T14:43:51.672,1242,1273
2026-02-16T14:43:51.673,1246,1274
2026-02-16T14:43:51.674,1246,1272
2026-02-16T14:43:51.675,1243,1264
2026-02-16T14:43:51.676,1246,1266
2026-02-16T14:43:51.677,1243,1270
2026-02-16T14:43:51.678,1249,1270
2026-02-16T14:43:51.679,1250,1267
2026-02-16T14:43:51.680,1248,1271
2026-02-16T14:43:51.681,1244,1266
2026-02-16T14:43:51.682,1243,1270
2026-02-16T14:43:51.683,1245,1272
2026-02-16T14:43:51.684,1243,1274
2026-02-16T14:43:51.685,1255,1265
2026-02-16T14:43:51.686,1249,1275
2026-02-16T14:43:51.687,1246,1271
2026-02-16T14:43:51.688,1246,1270
2026-02-16T14:43:51.689,1250,1267
2026-02-16T14:43:51.690,1243,1271
2026-02-16T14:43:51.691,1242,1271
2026-02-16T14:43:51.692,1246,1259
2026-02-16T14:43:51.693,1246,1270
2026-02-16T14:43:51.694,1248,1271
2026-02-16T14:43:51.695,1246,1269
2026-02-16T14:43:51.696,1243,1270
2026-02-16T14:43:51.697,1246,1271
2026-02-16T14:43:51.698,1246,1271
2026-02-16T14:43:51.699,1246,1271
2026-02-16T14:43:51.700,1247,1267
2026-02-16T14:43:51.701,1250,1273
2026-02-16T14:43:51.702,1250,1267
2026-02-16T14:43:51.703,1249,1274
2026-02-16T14:43:51.704,1245,1270
2026-02-16T14:43:51.705,1243,1271
2026-02-16T14:43:51.706,1248,1267
2026-02-16T14:43:51.707,1245,1271
2026-02-16T14:43:51.708,1247,1270
2026-02-16T14:43:51.709,1248,1271
2026-02-16T14:43:51.710,1249,1274
2026-02-16T14:43:51.711,1247,1273
2026-02-16T14:43:51.712,1246,1267
2026-02-16T14:43:51.713,1247,1267
2026-02-16T14:43:51.714,1243,1264
2026-02-16T14:43:51.715,1246,1271
2026-02-16T14:43:51.716,1246,1271
2026-02-16T14:43:51.717,1242,1270
2026-02-16T14:43:51.718,1243,1271
2026-02-16T14:43:51.719,1238,1270
2026-02-16T14:43:51.720,1246,1271
2026-02-16T14:43:51.721,1246,1270
2026-02-16T14:43:51.722,1248,1268
2026-02-16T14:43:51.723,1245,1270
2026-02-16T14:43:51.724,1246,1266
2026-02-16T14:43:51.725,1246,1267
2026-02-16T14:43:51.726,1243,1273
2026-02-16T14:43:51.727,1243,1274
2026-02-16T14:43:51.728,1243,1275
2026-02-16T14:43:51.729,1243,1268
2026-02-16T14:43:51.730,1244,1270
2026-02-16T14:43:51.731,1246,1271
2026-02-16T14:43:51.732,1243,1274
2026-02-16T14:43:51.733,1251,1275
2026-02-16T14:43:51.734,1247,1271
2026-02-16T14:43:51.735,1251,1267
2026-02-16T14:43:51.736,1242,1270
2026-02-16T14:43:51.737,1244,1270
2026-02-16T14:43:51.738,1246,1271
2026-02-16T14:43:51.739,1246,1270
2026-02-16T14:43:51.740,1243,1275
2026-02-16T14:43:51.741,1243,1267
2026-02-16T14:43:51.742,1246,1266
2026-02-16T14:43:51.743,1244,1271
2026-02-16T14:43:51.744,1248,1271
2026-02-16T14:43:51.745,1251,1271
2026-02-16T14:43:51.746,1246,1275
2026-02-16T14:43:51.747,1245,1270
2026-02-16T14:43:51.748,1248,1258
2026-02-16T14:43:51.749,1246,1265
2026-02-16T14:43:51.750,1247,1270
2026-02-16T14:43:51.751,1248,1267
2026-02-16T14:43:51.752,1253,1273
2026-02-16T14:43:51.753,1250,1267
2026-02-16T14:43:51.754,1242,1271
2026-02-16T14:43:51.755,1248,1264
2026-02-16T14:43:51.756,1242,1272
2026-02-16T14:43:51.757,1232,1267
2026-02-16T14:43:51.758,1269,1274
2026-02-16T14:43:51.759,1223,1270
2026-02-16T14:43:51.760,1223,1267
2026-02-16T14:43:51.761,1251,1272
2026-02-16T14:43:51.762,1247,1271
2026-02-16T14:43:51.763,1290,1272
2026-02-16T14:43:51.764,1240,1270
2026-02-16T14:43:51.765,1242,1271
2026-02-16T14:43:51.766,1245,1270
2026-02-16T14:43:51.767,1244,1264
2026-02-16T14:43:51.768,1244,1269
2026-02-16T14:43:51.769,1248,1271
2026-02-16T14:43:51.770,1237,1271
2026-02-16T14:43:51.771,1242,1273
2026-02-16T14:43:51.772,1247,1270
2026-02-16T14:43:51.773,1240,1271
2026-02-16T14:43:51.774,1247,1275
2026-02-16T14:43:51.775,1243,1270
2026-02-16T14:43:51.776,1250,1270
2026-02-16T14:43:51.777,1246,1274
2026-02-16T14:43:51.778,1248,1267
2026-02-16T14:43:51.779,1244,1274
2026-02-16T14:43:51.780,1245,1261
2026-02-16T14:43:51.781,1244,1267
2026-02-16T14:43:51.782,1243,1270
2026-02-16T14:43:51.783,1242,1268
2026-02-16T14:43:51.784,1255,1267
2026-02-16T14:43:51.785,1248,1266
2026-02-16T14:43:51.786,1248,1270
2026-02-16T14:43:51.787,1246,1271
2026-02-16T14:43:51.788,1243,1274
2026-02-16T14:43:51.789,1246,1267
2026-02-16T14:43:51.790,1247,1274
2026-02-16T14:43:51.791,1247,1269
2026-02-16T14:43:51.792,1246,1274
2026-02-16T14:43:51.793,1243,1270
2026-02-16T14:43:51.794,1245,1267
2026-02-16T14:43:51.795,1247,1268
2026-02-16T14:43:51.796,1244,1272
2026-02-16T14:43:51.797,1246,1271
2026-02-16T14:43:51.798,1246,1274
2026-02-16T14:43:51.799,1246,1262
2026-02-16T14:43:51.800,1246,1270
2026-02-16T14:43:51.801,1244,1275
2026-02-16T14:43:51.802,1246,1274
2026-02-16T14:43:51.803,1248,1268
2026-02-16T14:43:51.804,1248,1278
2026-02-16T14:43:51.805,1246,1271
2026-02-16T14:43:51.806,1248,1270
2026-02-16T14:43:51.807,1243,1271
2026-02-16T14:43:51.808,1243,1275
2026-02-16T14:43:51.809,1246,1278
2026-02-16T14:43:51.810,1243,1270
2026-02-16T14:43:51.811,1248,1266
2026-02-16T14:43:51.812,1248,1275
2026-02-16T14:43:51.813,1237,1272
2026-02-16T14:43:51.814,1246,1271
2026-02-16T14:43:51.815,1243,1275
2026-02-16T14:43:51.816,1250,1274
2026-02-16T14:43:51.817,1243,1271
2026-02-16T14:43:51.818,1250,1267
2026-02-16T14:43:51.819,1248,1271
2026-02-16T14:43:51.820,1248,1273
2026-02-16T14:43:51.821,1241,1267
2026-02-16T14:43:51.822,1248,1270
2026-02-16T14:43:51.823,1250,1270
2026-02-16T14:43:51.824,1250,1271
2026-02-16T14:43:51.825,1250,1270
2026-02-16T14:43:51.826,1246,1271
2026-02-16T14:43:51.827,1248,1271
2026-02-16T14:43:51.828,1248,1264
2026-02-16T14:43:51.829,1246,1297
2026-02-16T14:43:51.830,1246,1267
2026-02-16T14:43:51.831,1247,1270
2026-02-16T14:43:51.832,1248,1271
2026-02-16T14:43:51.833,1245,1270
2026-02-16T14:43:51.834,1249,1271
2026-02-16T14:43:51.835,1248,1271
2026-02-16T14:43:51.836,1249,1270
2026-02-16T14:43:51.837,1242,1274
2026-02-16T14:43:51.838,1239,1271
2026-02-16T14:43:51.839,1246,1275
2026-02-16T14:43:51.840,1246,1278
2026-02-16T14:43:51.841,1247,1271
2026-02-16T14:43:51.842,1249,1270
2026-02-16T14:43:51.843,1247,1274
2026-02-16T14:43:51.844,1243,1271
2026-02-16T14:43:51.845,1245,1271
2026-02-16T14:43:51.846,1239,1270
2026-02-16T14:43:51.847,1250,1274
2026-02-16T14:43:51.848,1247,1273
2026-02-16T14:43:51.849,1245,1274
2026-02-16T14:43:51.850,1247,1269
2026-02-16T14:43:51.851,1247,1270
2026-02-16T14:43:51.852,1243,1273
2026-02-16T14:43:51.853,1244,1274
2026-02-16T14:43:51.854,1243,1270
2026-02-16T14:43:51.855,1247,1267
2026-02-16T14:43:51.856,1241,1271
2026-02-16T14:43:51.857,1246,1266
2026-02-16T14:43:51.858,1247,1271
2026-02-16T14:43:51.859,1250,1267
2026-02-16T14:43:51.860,1227,1274
2026-02-16T14:43:51.861,1244,1273
2026-02-16T14:43:51.862,1246,1272
2026-02-16T14:43:51.863,1244,1270
2026-02-16T14:43:51.864,1247,1269
2026-02-16T14:43:51.865,1250,1271
2026-02-16T14:43:51.866,1244,1274
2026-02-16T14:43:51.867,1250,1271
2026-02-16T14:43:51.868,1242,1274
2026-02-16T14:43:51.869,1243,1273
2026-02-16T14:43:51.870,1247,1269
2026-02-16T14:43:51.871,1246,1267
2026-02-16T14:43:51.872,1246,1271
2026-02-16T14:43:51.873,1248,1270
2026-02-16T14:43:51.874,1246,1271
2026-02-16T14:43:51.875,1246,1271
2026-02-16T14:43:51.876,1242,1271
2026-02-16T14:43:51.877,1246,1267
2026-02-16T14:43:51.878,1242,1270
2026-02-16T14:43:51.879,1244,1271
2026-02-16T14:43:51.880,1246,1296
2026-02-16T14:43:51.881,1243,1278
2026-02-16T14:43:51.882,1245,1267
2026-02-16T14:43:51.883,1246,1273
2026-02-16T14:43:51.884,1250,1273
2026-02-16T14:43:51.885,1248,1273
2026-02-16T14:43:51.886,1248,1271
2026-02-16T14:43:51.887,1230,1273
2026-02-16T14:43:51.888,1246,1274
2026-02-16T14:43:51.889,1242,1274
2026-02-16T14:43:51.890,1247,1271
2026-02-16T14:43:51.891,1249,1270
2026-02-16T14:43:51.892,1247,1273
2026-02-16T14:43:51.893,1246,1266
2026-02-16T14:43:51.894,1230,1271
2026-02-16T14:43:51.895,1246,1274
2026-02-16T14:43:51.896,1247,1266
2026-02-16T14:43:51.897,1239,1272
2026-02-16T14:43:51.898,1245,1271
2026-02-16T14:43:51.899,1245,1270
2026-02-16T14:43:51.900,1241,1274
2026-02-16T14:43:51.901,1243,1270
2026-02-16T14:43:51.902,1247,1271
2026-02-16T14:43:51.903,1246,1272
2026-02-16T14:43:51.904,1247,1271
2026-02-16T14:43:51.905,1245,1270
2026-02-16T14:43:51.906,1248,1270
2026-02-16T14:43:51.907,1251,1274
2026-02-16T14:43:51.908,1248,1266
2026-02-16T14:43:51.909,1243,1274
2026-02-16T14:43:51.910,1251,1271
2026-02-16T14:43:51.911,1243,1266
2026-02-16T14:43:51.912,1246,1271
2026-02-16T14:43:51.913,1246,1270
2026-02-16T14:43:51.914,1247,1270
2026-02-16T14:43:51.915,1246,1274
2026-02-16T14:43:51.916,1247,1274
2026-02-16T14:43:51.917,1246,1270
2026-02-16T14:43:51.918,1246,1267
2026-02-16T14:43:51.919,1246,1267
2026-02-16T14:43:51.920,1251,1273
2026-02-16T14:43:51.921,1239,1270
2026-02-16T14:43:51.922,1200,1271
2026-02-16T14:43:51.923,1248,1267
2026-02-16T14:43:51.924,1248,1266
2026-02-16T14:43:51.925,1248,1274
2026-02-16T14:43:51.926,1243,1271
2026-02-16T14:43:51.927,1247,1271
2026-02-16T14:43:51.928,1250,1271
2026-02-16T14:43:51.929,1247,1270
2026-02-16T14:43:51.930,1248,1267
2026-02-16T14:43:51.931,1246,1268
2026-02-16T14:43:51.932,1246,1270
2026-02-16T14:43:51.933,1243,1274
2026-02-16T14:43:51.934,1246,1273
2026-02-16T14:43:51.935,1246,1270
2026-02-16T14:43:51.936,1250,1270
2026-02-16T14:43:51.937,1241,1274
2026-02-16T14:43:51.938,1245,1243
2026-02-16T14:43:51.939,1244,1315
2026-02-16T14:43:51.940,1243,1273
2026-02-16T14:43:51.941,1243,1274
2026-02-16T14:43:51.942,1246,1255
2026-02-16T14:43:51.943,1243,1271
2026-02-16T14:43:51.944,1246,1271
2026-02-16T14:43:51.945,1249,1274
2026-02-16T14:43:51.946,1246,1270
2026-02-16T14:43:51.947,1248,1269
2026-02-16T14:43:51.948,1242,1271
2026-02-16T14:43:51.949,1247,1271
2026-02-16T14:43:51.950,1246,1273
2026-02-16T14:43:51.951,1250,1278
2026-02-16T14:43:51.952,1241,1271
2026-02-16T14:43:51.953,1244,1275
2026-02-16T14:43:51.954,1244,1271
2026-02-16T14:43:51.955,1243,1271
2026-02-16T14:43:51.956,1246,1270
2026-02-16T14:43:51.957,1248,1270
2026-02-16T14:43:51.958,1248,1270
2026-02-16T14:43:51.959,1244,1267
2026-02-16T14:43:51.960,1246,1247
2026-02-16T14:43:51.961,1247,1270
2026-02-16T14:43:51.962,1246,1262
2026-02-16T14:43:51.963,1250,1271
2026-02-16T14:43:51.964,1243,1274
2026-02-16T14:43:51.965,1250,1270
2026-02-16T14:43:51.966,1250,1270
2026-02-16T14:43:51.967,1248,1271
2026-02-16T14:43:51.968,1246,1271
2026-02-16T14:43:51.969,1244,1272
2026-02-16T14:43:51.970,1250,1266
2026-02-16T14:43:51.971,1248,1271
2026-02-16T14:43:51.972,1250,1267
